"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","350","450","550","650","750","850","950","1050","1150","1250","1350","1450","1550","1650","1750","1850","1950","2050","2150","2250","2350","2450"
"dryala-tm1_00006","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.334772075482369,0.0611115780841074,0.137153243661733,0.0594031882502102,0.583577492071809,0.613706289951671,0.613584558215944,0.61348392957076,0.589107356216943,0.585379255922279,0.533575262240723,0.287012839500981,0.364032996790595,0.404429973973371,0.373979516019668,0.369850975010888,0.142189928951921,0.215862429891195,0.228943890645388,0.245604605585805,0.206706723679713,0.134383277520818
"dryala-tm7_00038","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.408144012997249,0.0607898692484012,0.156085124843188,0.0841754566461816,0.648711783585814,0.710013106602429,0.733551369533212,0.733937030160981,0.72189212529343,0.716733300056852,0.687218472771286,0.470338479006827,0.516799037384254,0.542983349957521,0.522258237241873,0.541810588900438,0.319827092010594,0.340113564852509,0.30995092829099,0.343290038044858,0.312401230700461,0.22846448423577
"dryoct-tm21_00125","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.438597154692397,0.0699017442234099,0.15910855166692,0.084505538413928,0.726155007705247,0.817843190779468,0.857745447660031,0.87229979849034,0.862475901444791,0.860315207848756,0.824532630721399,0.562618424526503,0.604642127530307,0.631077873607194,0.596806737352303,0.641198371597869,0.468565426893965,0.402464694904672,0.353574388361087,0.386839852187216,0.351171567979399,0.273996820522557
"dryhyb-tm41_00249","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",29,272,"12_Mile_dried_dryas",0.375250287143909,0.0607357481617815,0.130666880832163,0.066785880927058,0.618751531272904,0.707827418749731,0.746216652335286,0.755837008896011,0.73916516085978,0.73857428772821,0.695159571524073,0.43176650177381,0.488711420753894,0.518832799805434,0.486369493862914,0.509346097302756,0.285664232625725,0.293722312644026,0.266542115861846,0.291569178791635,0.253763303275382,0.188011705740398
"dryoct-tm28_00163","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.431106498467192,0.08000108427394,0.171814268144118,0.0871951694293817,0.673479351850784,0.726648146245728,0.746867350351131,0.748523033326347,0.741401106775694,0.738778351987013,0.715552444612821,0.54059383618157,0.575305004127455,0.594006929779017,0.571108549621358,0.598432951894166,0.4403404652134,0.397182704417168,0.354887237454241,0.383747343060585,0.354268312216355,0.280831967799785
"dryoct-tm33_00197","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.471239574733771,0.0876334732548137,0.185866415907461,0.110953858653195,0.732733618360794,0.813423189893448,0.849265040389714,0.857477897886976,0.851566752646102,0.850668323995235,0.827591213316276,0.610101392438918,0.648420707543918,0.676436901600109,0.646811285543533,0.680457738617109,0.486715003534601,0.449164973575046,0.410985037229932,0.434530866848597,0.406035384466522,0.327127354432633
"dryoct-tm40_00241","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.446945863474582,0.0970508219381447,0.198172746767914,0.115602075229452,0.66636285061874,0.762068644114924,0.813594556948868,0.830013194993328,0.822695076297714,0.824790867702561,0.792791466993325,0.552762718674689,0.600961352585331,0.625060995714491,0.592449031820734,0.619767061098252,0.397913779298136,0.410546519638051,0.377410670976925,0.39783030174947,0.365367933975493,0.287152155487991
"dryoct-tm21_00123","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.436848282748566,0.0757347122871034,0.148323233723469,0.105759500279877,0.684966896893296,0.79869461552816,0.855629971665523,0.874869964444012,0.866526587702212,0.864288670336235,0.829301053820314,0.561461841656039,0.608549105731974,0.633841661458813,0.598620748404003,0.646015865458666,0.478034901889123,0.394702242870895,0.344599206324439,0.375017820319873,0.343050793821592,0.267254933545936
"dryoct-tm23_00133","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.45014207193174,0.0936943440054413,0.165735173714497,0.0972510320047059,0.701514482560495,0.777136169171753,0.803781623750288,0.808494355720955,0.799468667806129,0.798454245693942,0.768957192271672,0.539394147816332,0.581537127288426,0.602940614691422,0.567964328373429,0.606793117636574,0.422601918281075,0.369583242246707,0.325545057843947,0.353355481593986,0.319301179721178,0.251818853465521
