"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","399.444","409.444","419.444","429.444","439.444","449.444","459.444","469.444","479.444","489.444","499.444","509.444","519.444","529.444","539.444","549.444","559.444","569.444","579.444","589.444","599.444","609.444","619.444","629.444","639.444","649.444","659.444","669.444","679.444","689.444","699.444","709.444","719.444","729.444","739.444","749.444","759.444","769.444","779.444","789.444","799.444","809.444","819.444","829.444","839.444","849.444","859.444","869.444","879.444","889.444"
"dryala-tm16_00096","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.107839701082964,0.0868213982525814,0.0750368454147019,0.0731303675816427,0.0668576727757991,0.0686327585572584,0.0670698069966284,0.0666729988372585,0.0677105223962736,0.0670806233143997,0.0727867966998475,0.0901643993557163,0.119745732918851,0.141320736182567,0.154485633684422,0.159102930959649,0.152547302668219,0.135951317305139,0.12136685094463,0.113859329334059,0.108815919324119,0.100243896372985,0.0926495371767795,0.0898850633068668,0.0821916414983728,0.0729705474468425,0.0640228507709212,0.0603437081151851,0.0658774054518245,0.105112891265647,0.199345874246281,0.323629893303901,0.454552008758282,0.567059225067734,0.638542359033952,0.679043301178528,0.695675724962441,0.703271220879653,0.707306464356227,0.711305955565795,0.714897149245071,0.718652709770767,0.723061533548475,0.727740627760319,0.732064029147433,0.735674656067845,0.738273994582074,0.739942795042663,0.741785329720889,0.743362779245589
"dryoct-tm31_00184","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.102218821111369,0.0833160712750959,0.0733000164147313,0.0716201123756537,0.0676058257898988,0.0699272432260623,0.0690633198748387,0.0693881537474343,0.0702924533204354,0.0695522696616234,0.0747087606711416,0.0896207508535156,0.117577779920854,0.143151976558925,0.161597730352607,0.17113541472053,0.168164754825834,0.153619573242408,0.138752075121885,0.131569393353781,0.1268625010186,0.117173620689615,0.108248812269593,0.105427462976417,0.0983254480726037,0.0875737135102058,0.0749496041680241,0.0688187545639311,0.0734287735159702,0.117765619850887,0.221488500229343,0.349177927168171,0.469873596879208,0.565981802509031,0.623886813407306,0.655331948856773,0.671274986619731,0.679449087350393,0.685320411157485,0.689442588633085,0.693535222401652,0.696853998130632,0.700753727430307,0.705120317552914,0.709308161575461,0.713321349772978,0.716929541126726,0.719907129469074,0.722910532511041,0.724887809398453
"dryala-tm2_00008","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.103875363593119,0.0848915191530054,0.0739007924889409,0.0707848693328023,0.0643560646822267,0.0647802843368079,0.0625163663578454,0.0617610102669191,0.0618881602027352,0.0606068607503417,0.0635623511147562,0.0744080753481612,0.0955926820354803,0.113260230150952,0.12629557213169,0.131226625254793,0.125540594620355,0.111389062689435,0.0986266553558638,0.0922202983228055,0.087992637666437,0.0808237676879911,0.0745671179609751,0.0722756456512144,0.0670741334477785,0.0606489837094661,0.0545273350937521,0.0520355902311028,0.0558888583396806,0.0815250777669762,0.154601989403413,0.26269233084296,0.381543728847921,0.482906309182411,0.543644647844062,0.574872379579774,0.586357236122344,0.59043850128759,0.592028130095509,0.593551982276261,0.594822087158482,0.596404029699132,0.597925818825558,0.599770601884068,0.601594384780159,0.602881723650785,0.603758570473153,0.603987384446465,0.604535491145171,0.604501311535023
"dryala-tm18_00108","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.149649011512778,0.125554278991429,0.112497600437099,0.112857839837138,0.109014619857422,0.114507933624876,0.115666169342373,0.116156986135943,0.118319381741672,0.118317160614717,0.127379023404369,0.151249014424304,0.190539281168793,0.221289240181913,0.239267571617236,0.24645558703864,0.238726394665106,0.217766593664587,0.197741444180459,0.187144527784034,0.180159091339543,0.168214621533356,0.157027369922523,0.15287281578451,0.141943002867378,0.12813905071654,0.113654082978485,0.105820014845451,0.112423327723025,0.166461997031096,0.287809547832623,0.439392482389653,0.59128281350731,0.717092723388043,0.795007960466978,0.838332827210293,0.855806645442383,0.863814699882596,0.868163494100455,0.872432265909529,0.876471912418477,0.880552373447159,0.885588722903938,0.890830216462283,0.895491468642271,0.899367464538989,0.90196945735175,0.903544122839335,0.905411025589222,0.906704945001742
"dryala-tm8_00045","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.100876816059576,0.0804451553698816,0.0693947455460971,0.0673182661170618,0.061022014342425,0.0627176355172879,0.0612980794931984,0.0609051697788404,0.0616892487118556,0.0606809135436223,0.0651856974317834,0.078871179309446,0.102771448539541,0.121005154842576,0.132773034798563,0.137109207904717,0.131636512052141,0.117688678099948,0.105243135676581,0.0987912844579555,0.094610291507343,0.087401641932972,0.0810017656294499,0.0786997459208822,0.0728398829010001,0.0655542483969062,0.0585372657255375,0.0557635422755766,0.0609650032184351,0.0920452820307109,0.17392195546924,0.293550355097828,0.428308211407759,0.550336810251865,0.630882044283641,0.677671683651269,0.698688086388884,0.709248392009779,0.716082417321119,0.722174732437403,0.728091198861232,0.733854877802731,0.740539977941457,0.747624558907027,0.754565795960988,0.760448499918089,0.76514894495431,0.768720787042383,0.771938622486638,0.774294725029145
"dryoct-tm35_00210","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.127471543029263,0.104893386551163,0.092402581826529,0.0889607290699657,0.0823843619102135,0.0834743946996968,0.0816077070712962,0.0813241995831604,0.0820131364510895,0.080477060133752,0.084062202251704,0.0963829818881342,0.120606360175847,0.142721009960599,0.159615642676896,0.167722755212178,0.164001852358912,0.149601592338989,0.136007952267195,0.129419240782286,0.124845379834561,0.11638081426373,0.108844717402052,0.10648470158246,0.0998291363734399,0.0903675946646296,0.0804784657497261,0.0762638235828964,0.0807354260196646,0.120312809560569,0.220820836552046,0.354154170183737,0.488873293479539,0.601889388543462,0.67302256151685,0.713546714179629,0.733219782000653,0.742933757645045,0.749073463573039,0.753692880034075,0.758366619077188,0.762212861507464,0.766894365385003,0.772404153735154,0.77754002610148,0.782395649758251,0.786760275644027,0.790028282673597,0.793051195197702,0.795650177694377
"dryala-tm2_00007","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.101219403941061,0.083147803373807,0.0722206826292422,0.0694513611692979,0.0631243550150977,0.063396588937051,0.0613106632103662,0.0603243259984874,0.060616969068374,0.059372848809317,0.0623890168091091,0.0733561213971934,0.093983573792061,0.109912421845194,0.122197069650109,0.126710073643923,0.1216949447294,0.108470514273313,0.0967010031841465,0.0906839772076968,0.0866721012643688,0.0798848429419046,0.0738623650101527,0.0717119784350514,0.0665106597413739,0.0600242066392739,0.0537205407724821,0.051039259728761,0.0548666854068402,0.0808897661955845,0.15101518214036,0.250946836833802,0.360156484673087,0.452640323092748,0.508246268286349,0.537027618719309,0.547517703330562,0.551317274660169,0.552550838334718,0.554255618184994,0.555483894407604,0.557474134238634,0.55910013994203,0.560962164178313,0.562605117625268,0.563630147935022,0.564465880230745,0.56446651694141,0.564848239607652,0.565165847898538
"dryoct-tm23_00133","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",124,272,"12_Mile_dried_dryas",0.131138903445231,0.10898515278686,0.0974737950275009,0.0955113633502146,0.0904939790002687,0.0935130503376368,0.0935463708651782,0.0938295097565884,0.0956431575480066,0.0945522284472981,0.0978889053661175,0.109238614803253,0.130136063170318,0.146996110200586,0.160284934749186,0.165717434616133,0.161331940266473,0.148125691328919,0.136376638280785,0.130545878451505,0.126431070303392,0.119067718685743,0.112688252047127,0.110559581922333,0.10551141383748,0.0977229584300545,0.0894080708732049,0.0856398100577013,0.0895932021534152,0.118615784993697,0.194370930522144,0.305780631854427,0.436431057382012,0.561015714708612,0.647310306625564,0.699496171486643,0.723390274556393,0.734788152576407,0.740927981587987,0.746298752959372,0.751579656565649,0.756352124602602,0.761816960858702,0.767789483338357,0.772974996493169,0.776935448395005,0.780417928434122,0.782563061403828,0.784945726267957,0.787459133871688
"dryala-tm5_00029","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",119,272,"12_Mile_dried_dryas",0.103848906439123,0.0819323846575304,0.0693395278870716,0.0662451811413683,0.0590952218493673,0.0606454011112183,0.0584893757405427,0.0581654417983289,0.0589465121921309,0.057676935041957,0.0619675979344649,0.075247552394945,0.0995445935205634,0.120547593755384,0.135553371559142,0.141375210354321,0.135753425029899,0.120489048147419,0.106393051493943,0.0992308522737393,0.0947133726455288,0.0867300289272863,0.0795503995646926,0.0771790993652852,0.0712152622192736,0.0634259020084493,0.0555391835373828,0.0521984957631025,0.0573475759503206,0.0890680409915253,0.175096730858447,0.302834991016319,0.452248964643379,0.592995408379177,0.686978846078042,0.739814186109903,0.761806012345294,0.771921481448459,0.777826515582588,0.783050120255831,0.787790872082213,0.792437115629587,0.798105748317092,0.804475333392916,0.81060662800499,0.816135405620293,0.820458227507374,0.823621081169006,0.826473599626293,0.828521367289681
